text,subject
"I’m running late, I’ll be there in ten minutes. , Refer to the chart above. (Ref: 80)",English
Solve for x: 2x + 3 = 11. ? Refer to the chart above. (Ref: 22),Maths
"Calculate the growth rate of bacteria in a lab experiment using exponential functions. , Describe in your own words. (Ref: 5)",Maths
"Calculate the growth rate of bacteria in a lab experiment using exponential functions. , Discuss with examples. (Ref: 23)",Maths
Could you help me with my homework later? . What is the implication? (Ref: 68),English
She enjoys reading mystery novels in her free time. ; Why is this important? (Ref: 74),English
Calculate the growth rate of bacteria in a lab experiment using exponential functions. . Apply this to modern scenarios. (Ref: 24),Maths
The process of evolution explains how species change over time through natural selection. ? How is this calculated? (Ref: 40),Science
The periodic table is organized by increasing atomic number. ? Can you justify this? (Ref: 92),Science
Ancient civilizations like Mesopotamia contributed greatly to writing systems. . Discuss with examples. (Ref: 31),History
What’s the best way to get to the train station from here? : Include real-world data. (Ref: 10),English
"Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. , How is this calculated? (Ref: 15)",Maths
"An acid reacts with a base to produce salt and water. This is called a neutralization reaction. , Apply this to modern scenarios. (Ref: 22)",Science
Do you remember where we parked the car? . Include key facts. (Ref: 12),English
Graph the rate of a chemical reaction over time and explain the curve. : Apply this to modern scenarios. (Ref: 77),Maths
The area of a circle is given by πr^2. Calculate the area when r = 5. ; Explain briefly. (Ref: 47),Maths
Speed is calculated by dividing distance by time. ; Include key facts. (Ref: 64),Science
Can you explain how this remote works? . Describe in your own words. (Ref: 69),English
"Calculate the growth rate of bacteria in a lab experiment using exponential functions. , Refer to the chart above. (Ref: 100)",Maths
Calculate the growth rate of bacteria in a lab experiment using exponential functions. : Why is this important? (Ref: 22),Maths
Newton's First Law states that an object in motion stays in motion unless acted upon by a force. ? Refer to the chart above. (Ref: 31),Science
Explain the causes and effects of World War I. . Include real-world data. (Ref: 53),History
We have to leave early to avoid the morning traffic. ; Include real-world data. (Ref: 52),English
Newton's First Law states that an object in motion stays in motion unless acted upon by a force. ? Can you justify this? (Ref: 42),Science
"Explain the causes and effects of World War I. , Include real-world data. (Ref: 94)",History
The area of a circle is given by πr^2. Calculate the area when r = 5. ; Describe in your own words. (Ref: 79),Maths
A linear equation is an equation between two variables that gives a straight line when plotted. ; What is the implication? (Ref: 78),Maths
Graph the rate of a chemical reaction over time and explain the curve. ? Can you justify this? (Ref: 73),Maths
"I’m running late, I’ll be there in ten minutes. : Include key facts. (Ref: 35)",English
The area of a circle is given by πr^2. Calculate the area when r = 5. : Include key facts. (Ref: 49),Maths
My favorite subject in school is definitely art. ? Discuss with examples. (Ref: 59),English
"Let’s make a grocery list so we don’t forget anything. , What is the implication? (Ref: 23)",English
Atoms bond to form molecules by sharing or transferring electrons. . Include real-world data. (Ref: 23),Science
Ancient civilizations like Mesopotamia contributed greatly to writing systems. : How do we use this in real life? (Ref: 72),History
"A linear equation is an equation between two variables that gives a straight line when plotted. , What is the implication? (Ref: 21)",Maths
An acid reacts with a base to produce salt and water. This is called a neutralization reaction. ; Apply this to modern scenarios. (Ref: 93),Science
Can you explain how this remote works? : How do we use this in real life? (Ref: 16),English
"Explain the causes and effects of World War I. , Discuss with examples. (Ref: 14)",History
The Industrial Revolution began in the late 18th century and transformed societies. ; Apply this to modern scenarios. (Ref: 60),History
The human heart has four chambers and pumps blood throughout the body. ; Describe in your own words. (Ref: 68),Science
She said she’ll call you back once the meeting is over. ; Why is this important? (Ref: 64),English
The Industrial Revolution began in the late 18th century and transformed societies. ; Why is this important? (Ref: 97),History
The Industrial Revolution began in the late 18th century and transformed societies. . Refer to the chart above. (Ref: 5),History
Do you remember where we parked the car? ; Include real-world data. (Ref: 78),English
The human heart has four chambers and pumps blood throughout the body. ? How do we use this in real life? (Ref: 55),Science
Solve for x: 2x + 3 = 11. ? Why is this important? (Ref: 75),Maths
Atoms bond to form molecules by sharing or transferring electrons. . Why is this important? (Ref: 9),Science
Graph the rate of a chemical reaction over time and explain the curve. ? Include real-world data. (Ref: 4),Maths
"Graph the rate of a chemical reaction over time and explain the curve. , Explain briefly. (Ref: 93)",Maths
Calculate the growth rate of bacteria in a lab experiment using exponential functions. : Include key facts. (Ref: 57),Maths
The Industrial Revolution began in the late 18th century and transformed societies. ; Include real-world data. (Ref: 85),History
Graph the rate of a chemical reaction over time and explain the curve. ; Describe in your own words. (Ref: 94),Maths
Have you seen my phone? I just had it a second ago. : Can you justify this? (Ref: 79),English
Calculate the growth rate of bacteria in a lab experiment using exponential functions. . Apply this to modern scenarios. (Ref: 100),Maths
The area of a circle is given by πr^2. Calculate the area when r = 5. ? Can you justify this? (Ref: 54),Maths
She said she’ll call you back once the meeting is over. . Apply this to modern scenarios. (Ref: 62),English
Atoms bond to form molecules by sharing or transferring electrons. . Can you justify this? (Ref: 54),Science
The Industrial Revolution began in the late 18th century and transformed societies. ; Refer to the chart above. (Ref: 85),History
"Calculate the growth rate of bacteria in a lab experiment using exponential functions. , Discuss with examples. (Ref: 68)",Maths
Photosynthesis is the process by which green plants create food using sunlight. : Explain briefly. (Ref: 29),Science
Solve for x: 2x + 3 = 11. ; Describe in your own words. (Ref: 76),Maths
The area of a circle is given by πr^2. Calculate the area when r = 5. : Refer to the chart above. (Ref: 17),Maths
A linear equation is an equation between two variables that gives a straight line when plotted. ? How do we use this in real life? (Ref: 62),Maths
"Graph the rate of a chemical reaction over time and explain the curve. , What is the implication? (Ref: 53)",Maths
I'm thinking of learning how to play the guitar. ? Explain briefly. (Ref: 73),English
The Industrial Revolution began in the late 18th century and transformed societies. ; What is the implication? (Ref: 61),History
"I’m running late, I’ll be there in ten minutes. . How do we use this in real life? (Ref: 47)",English
Atoms are the basic building blocks of matter. ? Can you justify this? (Ref: 67),Science
"Explain the causes and effects of World War I. , Can you justify this? (Ref: 42)",History
The area of a circle is given by πr^2. Calculate the area when r = 5. . Include key facts. (Ref: 72),Maths
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ; Refer to the chart above. (Ref: 1),History
The area of a circle is given by πr^2. Calculate the area when r = 5. ; Describe in your own words. (Ref: 53),Maths
The area of a circle is given by πr^2. Calculate the area when r = 5. . Apply this to modern scenarios. (Ref: 22),Maths
The Industrial Revolution began in the late 18th century and transformed societies. ? Include key facts. (Ref: 69),History
"I’m running late, I’ll be there in ten minutes. ; How do we use this in real life? (Ref: 55)",English
Ancient civilizations like Mesopotamia contributed greatly to writing systems. . Apply this to modern scenarios. (Ref: 86),History
"An acid reacts with a base to produce salt and water. This is called a neutralization reaction. , Include real-world data. (Ref: 45)",Science
An acid reacts with a base to produce salt and water. This is called a neutralization reaction. : How do we use this in real life? (Ref: 68),Science
"I’m running late, I’ll be there in ten minutes. ; Explain briefly. (Ref: 64)",English
Explain the causes and effects of World War I. ; How is this calculated? (Ref: 21),History
"Explain the function of mitochondria in a cell. , Include real-world data. (Ref: 9)",Science
A linear equation is an equation between two variables that gives a straight line when plotted. ? Refer to the chart above. (Ref: 89),Maths
Speed is calculated by dividing distance by time. . Apply this to modern scenarios. (Ref: 93),Science
Photosynthesis is the process by which green plants create food using sunlight. : Explain briefly. (Ref: 85),Science
The Industrial Revolution began in the late 18th century and transformed societies. ? Include real-world data. (Ref: 48),History
Newton's First Law states that an object in motion stays in motion unless acted upon by a force. . Refer to the chart above. (Ref: 40),Science
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ? Refer to the chart above. (Ref: 74),History
Ancient civilizations like Mesopotamia contributed greatly to writing systems. . How is this calculated? (Ref: 28),History
"I’m running late, I’ll be there in ten minutes. ; Include real-world data. (Ref: 95)",English
The Industrial Revolution began in the late 18th century and transformed societies. ? Describe in your own words. (Ref: 2),History
She enjoys reading mystery novels in her free time. . Describe in your own words. (Ref: 13),English
I'm thinking of learning how to play the guitar. : Explain briefly. (Ref: 4),English
What’s the best way to get to the train station from here? ? Refer to the chart above. (Ref: 85),English
She said she’ll call you back once the meeting is over. . Why is this important? (Ref: 12),English
"Ancient civilizations like Mesopotamia contributed greatly to writing systems. , How is this calculated? (Ref: 2)",History
"Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. , Why is this important? (Ref: 64)",Maths
"Explain the function of mitochondria in a cell. , What is the implication? (Ref: 45)",Science
Can you explain how this remote works? : Describe in your own words. (Ref: 11),English
She enjoys reading mystery novels in her free time. . Refer to the chart above. (Ref: 66),English
Atoms bond to form molecules by sharing or transferring electrons. ; How is this calculated? (Ref: 14),Science
Graph the rate of a chemical reaction over time and explain the curve. ? Include key facts. (Ref: 39),Maths
Do you remember where we parked the car? ; Why is this important? (Ref: 63),English
The human heart has four chambers and pumps blood throughout the body. . How do we use this in real life? (Ref: 86),Science
"Can you pass me the salt, please? : Refer to the chart above. (Ref: 67)",English
Graph the rate of a chemical reaction over time and explain the curve. . How do we use this in real life? (Ref: 62),Maths
"Calculate the growth rate of bacteria in a lab experiment using exponential functions. , Why is this important? (Ref: 42)",Maths
The Industrial Revolution began in the late 18th century and transformed societies. ? Can you justify this? (Ref: 45),History
The area of a circle is given by πr^2. Calculate the area when r = 5. . Describe in your own words. (Ref: 73),Maths
I'm thinking of learning how to play the guitar. : Why is this important? (Ref: 2),English
The Industrial Revolution began in the late 18th century and transformed societies. : Explain briefly. (Ref: 98),History
"Explain the causes and effects of World War I. , How is this calculated? (Ref: 78)",History
We have to leave early to avoid the morning traffic. ? Discuss with examples. (Ref: 51),English
I usually go for a walk after dinner to relax. ? Describe in your own words. (Ref: 38),English
"She enjoys reading mystery novels in her free time. , Include real-world data. (Ref: 75)",English
The area of a circle is given by πr^2. Calculate the area when r = 5. ; Apply this to modern scenarios. (Ref: 98),Maths
"Atoms are the basic building blocks of matter. , Why is this important? (Ref: 20)",Science
Ancient civilizations like Mesopotamia contributed greatly to writing systems. : Why is this important? (Ref: 82),History
Calculate the growth rate of bacteria in a lab experiment using exponential functions. . Include real-world data. (Ref: 67),Maths
We should try that new restaurant downtown this weekend. ? How is this calculated? (Ref: 50),English
The area of a circle is given by πr^2. Calculate the area when r = 5. ; How is this calculated? (Ref: 79),Maths
Graph the rate of a chemical reaction over time and explain the curve. : What is the implication? (Ref: 11),Maths
Ancient civilizations like Mesopotamia contributed greatly to writing systems. . Refer to the chart above. (Ref: 70),History
What time does your class end today? : Include real-world data. (Ref: 54),English
Ancient civilizations like Mesopotamia contributed greatly to writing systems. . Discuss with examples. (Ref: 77),History
"Graph the rate of a chemical reaction over time and explain the curve. , Include key facts. (Ref: 36)",Maths
"A linear equation is an equation between two variables that gives a straight line when plotted. , Can you justify this? (Ref: 55)",Maths
The Industrial Revolution began in the late 18th century and transformed societies. ? Apply this to modern scenarios. (Ref: 67),History
The Industrial Revolution began in the late 18th century and transformed societies. . Describe in your own words. (Ref: 7),History
Graph the rate of a chemical reaction over time and explain the curve. ; Apply this to modern scenarios. (Ref: 40),Maths
Can you explain how this remote works? . Can you justify this? (Ref: 64),English
Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. : Discuss with examples. (Ref: 94),Maths
I'm not sure what to wear to the event tomorrow. . What is the implication? (Ref: 88),English
The human heart has four chambers and pumps blood throughout the body. . Explain briefly. (Ref: 82),Science
Speed is calculated by dividing distance by time. ? What is the implication? (Ref: 100),Science
Graph the rate of a chemical reaction over time and explain the curve. : Include key facts. (Ref: 92),Maths
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ; Explain briefly. (Ref: 31),History
Ancient civilizations like Mesopotamia contributed greatly to writing systems. : Discuss with examples. (Ref: 92),History
Graph the rate of a chemical reaction over time and explain the curve. . Apply this to modern scenarios. (Ref: 91),Maths
Solve for x: 2x + 3 = 11. : Refer to the chart above. (Ref: 14),Maths
Have you seen my phone? I just had it a second ago. ? Discuss with examples. (Ref: 13),English
The area of a circle is given by πr^2. Calculate the area when r = 5. : Apply this to modern scenarios. (Ref: 87),Maths
Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. ; How is this calculated? (Ref: 17),Maths
Solve for x: 2x + 3 = 11. ? Include key facts. (Ref: 14),Maths
The process of evolution explains how species change over time through natural selection. : Why is this important? (Ref: 59),Science
Have you seen my phone? I just had it a second ago. ; Why is this important? (Ref: 17),English
Water boils at 100°C under normal atmospheric pressure. Explain why this happens. . How do we use this in real life? (Ref: 60),Science
"Explain the causes and effects of World War I. , Describe in your own words. (Ref: 47)",History
Atoms are the basic building blocks of matter. ? Explain briefly. (Ref: 62),Science
Water boils at 100°C under normal atmospheric pressure. Explain why this happens. . Can you justify this? (Ref: 36),Science
"Atoms bond to form molecules by sharing or transferring electrons. , Apply this to modern scenarios. (Ref: 11)",Science
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ? How do we use this in real life? (Ref: 32),History
"Newton's First Law states that an object in motion stays in motion unless acted upon by a force. , Why is this important? (Ref: 84)",Science
Calculate the growth rate of bacteria in a lab experiment using exponential functions. ; Include key facts. (Ref: 53),Maths
Explain the causes and effects of World War I. : Explain briefly. (Ref: 8),History
She enjoys reading mystery novels in her free time. ? Why is this important? (Ref: 6),English
My favorite subject in school is definitely art. . Explain briefly. (Ref: 94),English
Explain the causes and effects of World War I. ? Can you justify this? (Ref: 42),History
"Graph the rate of a chemical reaction over time and explain the curve. , How do we use this in real life? (Ref: 52)",Maths
Can you explain how this remote works? ; Include key facts. (Ref: 27),English
The area of a circle is given by πr^2. Calculate the area when r = 5. ? Include key facts. (Ref: 25),Maths
Calculate the growth rate of bacteria in a lab experiment using exponential functions. ; Refer to the chart above. (Ref: 55),Maths
"That movie was really interesting, don’t you think? ; Describe in your own words. (Ref: 85)",English
The process of evolution explains how species change over time through natural selection. : Describe in your own words. (Ref: 37),Science
He’s really good at fixing things around the house. ? How is this calculated? (Ref: 47),English
An acid reacts with a base to produce salt and water. This is called a neutralization reaction. . Discuss with examples. (Ref: 37),Science
"The area of a circle is given by πr^2. Calculate the area when r = 5. , Explain briefly. (Ref: 64)",Maths
The Industrial Revolution began in the late 18th century and transformed societies. . Why is this important? (Ref: 69),History
Speed is calculated by dividing distance by time. ? Refer to the chart above. (Ref: 68),Science
She enjoys reading mystery novels in her free time. ; Include key facts. (Ref: 29),English
Photosynthesis is the process by which green plants create food using sunlight. : Can you justify this? (Ref: 99),Science
Explain the causes and effects of World War I. . How do we use this in real life? (Ref: 57),History
Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. ? How do we use this in real life? (Ref: 56),Maths
What time does your class end today? ? Explain briefly. (Ref: 15),English
I usually go for a walk after dinner to relax. ; What is the implication? (Ref: 94),English
Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. ? What is the implication? (Ref: 71),Maths
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ? Can you justify this? (Ref: 58),History
What time does your class end today? ; What is the implication? (Ref: 38),English
"Water boils at 100°C under normal atmospheric pressure. Explain why this happens. , Apply this to modern scenarios. (Ref: 81)",Science
I usually go for a walk after dinner to relax. : Refer to the chart above. (Ref: 3),English
Atoms bond to form molecules by sharing or transferring electrons. . Refer to the chart above. (Ref: 87),Science
"The human heart has four chambers and pumps blood throughout the body. , How do we use this in real life? (Ref: 61)",Science
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ? Refer to the chart above. (Ref: 81),History
"Explain the causes and effects of World War I. , Can you justify this? (Ref: 87)",History
Describe the difference between potential and kinetic energy. . Apply this to modern scenarios. (Ref: 78),Science
Photosynthesis is the process by which green plants create food using sunlight. . Include key facts. (Ref: 12),Science
A linear equation is an equation between two variables that gives a straight line when plotted. ? What is the implication? (Ref: 83),Maths
"My favorite subject in school is definitely art. , Why is this important? (Ref: 16)",English
Explain the causes and effects of World War I. ; Include key facts. (Ref: 23),History
The Industrial Revolution began in the late 18th century and transformed societies. ? How do we use this in real life? (Ref: 49),History
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ? Describe in your own words. (Ref: 29),History
What time does your class end today? . Include key facts. (Ref: 13),English
"Can you explain how this remote works? , Refer to the chart above. (Ref: 80)",English
We should try that new restaurant downtown this weekend. . How do we use this in real life? (Ref: 72),English
Speed is calculated by dividing distance by time. ; Apply this to modern scenarios. (Ref: 97),Science
"Ancient civilizations like Mesopotamia contributed greatly to writing systems. , What is the implication? (Ref: 36)",History
"It looks like it might rain, should we take an umbrella? : Why is this important? (Ref: 19)",English
Solve for x: 2x + 3 = 11. ; How is this calculated? (Ref: 62),Maths
Atoms are the basic building blocks of matter. : What is the implication? (Ref: 6),Science
Atoms are the basic building blocks of matter. ? Why is this important? (Ref: 84),Science
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ? Apply this to modern scenarios. (Ref: 89),History
A linear equation is an equation between two variables that gives a straight line when plotted. : Include real-world data. (Ref: 41),Maths
An acid reacts with a base to produce salt and water. This is called a neutralization reaction. ; How do we use this in real life? (Ref: 75),Science
Water boils at 100°C under normal atmospheric pressure. Explain why this happens. . Why is this important? (Ref: 18),Science
Photosynthesis is the process by which green plants create food using sunlight. . Why is this important? (Ref: 2),Science
"Solve for x: 2x + 3 = 11. , Explain briefly. (Ref: 68)",Maths
I usually go for a walk after dinner to relax. : What is the implication? (Ref: 73),English
I'm thinking of learning how to play the guitar. . Include real-world data. (Ref: 52),English
The area of a circle is given by πr^2. Calculate the area when r = 5. : Can you justify this? (Ref: 82),Maths
A linear equation is an equation between two variables that gives a straight line when plotted. : How do we use this in real life? (Ref: 54),Maths
Atoms bond to form molecules by sharing or transferring electrons. ? Why is this important? (Ref: 4),Science
We have to leave early to avoid the morning traffic. . Can you justify this? (Ref: 96),English
Explain the causes and effects of World War I. ? What is the implication? (Ref: 82),History
Water boils at 100°C under normal atmospheric pressure. Explain why this happens. ; How is this calculated? (Ref: 19),Science
Calculate the growth rate of bacteria in a lab experiment using exponential functions. ? Include key facts. (Ref: 4),Maths
Speed is calculated by dividing distance by time. . Refer to the chart above. (Ref: 90),Science
Photosynthesis is the process by which green plants create food using sunlight. ? What is the implication? (Ref: 30),Science
Explain the causes and effects of World War I. ; Apply this to modern scenarios. (Ref: 91),History
Could you help me with my homework later? : How is this calculated? (Ref: 70),English
Graph the rate of a chemical reaction over time and explain the curve. ; What is the implication? (Ref: 42),Maths
"The Industrial Revolution began in the late 18th century and transformed societies. , Can you justify this? (Ref: 65)",History
Photosynthesis is the process by which green plants create food using sunlight. ; Can you justify this? (Ref: 49),Science
Describe the difference between potential and kinetic energy. ; Apply this to modern scenarios. (Ref: 25),Science
A linear equation is an equation between two variables that gives a straight line when plotted. . Why is this important? (Ref: 11),Maths
Explain the causes and effects of World War I. ? How is this calculated? (Ref: 13),History
Describe the difference between potential and kinetic energy. ? Include key facts. (Ref: 71),Science
Atoms are the basic building blocks of matter. ; How do we use this in real life? (Ref: 96),Science
Explain the causes and effects of World War I. ? How do we use this in real life? (Ref: 87),History
A linear equation is an equation between two variables that gives a straight line when plotted. . How is this calculated? (Ref: 4),Maths
The area of a circle is given by πr^2. Calculate the area when r = 5. ? How is this calculated? (Ref: 35),Maths
"Can you pass me the salt, please? . What is the implication? (Ref: 52)",English
Explain the causes and effects of World War I. : Apply this to modern scenarios. (Ref: 51),History
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ? Refer to the chart above. (Ref: 24),History
The periodic table is organized by increasing atomic number. ? Include key facts. (Ref: 76),Science
Atoms are the basic building blocks of matter. ; Why is this important? (Ref: 57),Science
Ancient civilizations like Mesopotamia contributed greatly to writing systems. : Refer to the chart above. (Ref: 54),History
"The area of a circle is given by πr^2. Calculate the area when r = 5. , Apply this to modern scenarios. (Ref: 12)",Maths
Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. ? Discuss with examples. (Ref: 59),Maths
"Solve for x: 2x + 3 = 11. , Include real-world data. (Ref: 1)",Maths
The Industrial Revolution began in the late 18th century and transformed societies. ; Discuss with examples. (Ref: 94),History
Explain the causes and effects of World War I. . Include key facts. (Ref: 47),History
A linear equation is an equation between two variables that gives a straight line when plotted. . Discuss with examples. (Ref: 56),Maths
We should try that new restaurant downtown this weekend. . Explain briefly. (Ref: 96),English
She enjoys reading mystery novels in her free time. : Can you justify this? (Ref: 4),English
Ancient civilizations like Mesopotamia contributed greatly to writing systems. . Refer to the chart above. (Ref: 58),History
The Industrial Revolution began in the late 18th century and transformed societies. : Include key facts. (Ref: 70),History
Describe the difference between potential and kinetic energy. . Include real-world data. (Ref: 91),Science
I'm not sure what to wear to the event tomorrow. . How do we use this in real life? (Ref: 4),English
The area of a circle is given by πr^2. Calculate the area when r = 5. ; How do we use this in real life? (Ref: 46),Maths
What time does your class end today? . Explain briefly. (Ref: 24),English
The periodic table is organized by increasing atomic number. . Apply this to modern scenarios. (Ref: 41),Science
The periodic table is organized by increasing atomic number. ; How do we use this in real life? (Ref: 12),Science
"My favorite subject in school is definitely art. , How do we use this in real life? (Ref: 61)",English
"Calculate the growth rate of bacteria in a lab experiment using exponential functions. , Include key facts. (Ref: 7)",Maths
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ? Refer to the chart above. (Ref: 62),History
"Graph the rate of a chemical reaction over time and explain the curve. , Include key facts. (Ref: 83)",Maths
"Atoms are the basic building blocks of matter. , Describe in your own words. (Ref: 65)",Science
Newton's First Law states that an object in motion stays in motion unless acted upon by a force. ? Refer to the chart above. (Ref: 90),Science
Water boils at 100°C under normal atmospheric pressure. Explain why this happens. : Refer to the chart above. (Ref: 75),Science
"Explain the causes and effects of World War I. , Refer to the chart above. (Ref: 64)",History
The Industrial Revolution began in the late 18th century and transformed societies. : Describe in your own words. (Ref: 48),History
"I’m running late, I’ll be there in ten minutes. ; Include real-world data. (Ref: 100)",English
The area of a circle is given by πr^2. Calculate the area when r = 5. . What is the implication? (Ref: 2),Maths
"The area of a circle is given by πr^2. Calculate the area when r = 5. , What is the implication? (Ref: 44)",Maths
Graph the rate of a chemical reaction over time and explain the curve. ? Can you justify this? (Ref: 94),Maths
Could you help me with my homework later? ? How do we use this in real life? (Ref: 18),English
Solve for x: 2x + 3 = 11. : How is this calculated? (Ref: 17),Maths
"Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. , What is the implication? (Ref: 59)",Maths
The Industrial Revolution began in the late 18th century and transformed societies. . Can you justify this? (Ref: 17),History
"Solve for x: 2x + 3 = 11. , Describe in your own words. (Ref: 21)",Maths
"She said she’ll call you back once the meeting is over. , How is this calculated? (Ref: 46)",English
The Industrial Revolution began in the late 18th century and transformed societies. ? Why is this important? (Ref: 24),History
Explain the causes and effects of World War I. : Describe in your own words. (Ref: 95),History
Atoms bond to form molecules by sharing or transferring electrons. . Apply this to modern scenarios. (Ref: 8),Science
"Atoms bond to form molecules by sharing or transferring electrons. , Describe in your own words. (Ref: 43)",Science
"Ancient civilizations like Mesopotamia contributed greatly to writing systems. , Apply this to modern scenarios. (Ref: 21)",History
Explain the causes and effects of World War I. . Include real-world data. (Ref: 6),History
She said she’ll call you back once the meeting is over. ? How do we use this in real life? (Ref: 47),English
"Can you pass me the salt, please? , How is this calculated? (Ref: 36)",English
"Can you pass me the salt, please? . Apply this to modern scenarios. (Ref: 55)",English
"I’m running late, I’ll be there in ten minutes. : Include real-world data. (Ref: 23)",English
Have you seen my phone? I just had it a second ago. ; How is this calculated? (Ref: 12),English
I'm thinking of learning how to play the guitar. ? Apply this to modern scenarios. (Ref: 35),English
"Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. , Why is this important? (Ref: 59)",Maths
Explain the function of mitochondria in a cell. ? What is the implication? (Ref: 54),Science
Calculate the growth rate of bacteria in a lab experiment using exponential functions. ? What is the implication? (Ref: 38),Maths
Graph the rate of a chemical reaction over time and explain the curve. . How is this calculated? (Ref: 33),Maths
Newton's First Law states that an object in motion stays in motion unless acted upon by a force. . Discuss with examples. (Ref: 61),Science
Explain the causes and effects of World War I. : Why is this important? (Ref: 28),History
"It looks like it might rain, should we take an umbrella? ? Refer to the chart above. (Ref: 7)",English
The Industrial Revolution began in the late 18th century and transformed societies. . How do we use this in real life? (Ref: 71),History
"A linear equation is an equation between two variables that gives a straight line when plotted. , Refer to the chart above. (Ref: 6)",Maths
"Graph the rate of a chemical reaction over time and explain the curve. , Discuss with examples. (Ref: 33)",Maths
"That movie was really interesting, don’t you think? , Apply this to modern scenarios. (Ref: 50)",English
Ancient civilizations like Mesopotamia contributed greatly to writing systems. : How is this calculated? (Ref: 11),History
An acid reacts with a base to produce salt and water. This is called a neutralization reaction. : How is this calculated? (Ref: 63),Science
"Can you pass me the salt, please? ; How do we use this in real life? (Ref: 6)",English
Have you seen my phone? I just had it a second ago. . How is this calculated? (Ref: 87),English
The human heart has four chambers and pumps blood throughout the body. ? Refer to the chart above. (Ref: 80),Science
"Newton's First Law states that an object in motion stays in motion unless acted upon by a force. , Refer to the chart above. (Ref: 65)",Science
"Ancient civilizations like Mesopotamia contributed greatly to writing systems. , What is the implication? (Ref: 89)",History
What time does your class end today? . Discuss with examples. (Ref: 12),English
What’s the best way to get to the train station from here? ? Apply this to modern scenarios. (Ref: 15),English
Photosynthesis is the process by which green plants create food using sunlight. ; Describe in your own words. (Ref: 8),Science
Solve for x: 2x + 3 = 11. . Why is this important? (Ref: 66),Maths
Ancient civilizations like Mesopotamia contributed greatly to writing systems. : Apply this to modern scenarios. (Ref: 71),History
Explain the causes and effects of World War I. . Include key facts. (Ref: 94),History
Speed is calculated by dividing distance by time. ? Include real-world data. (Ref: 4),Science
The area of a circle is given by πr^2. Calculate the area when r = 5. : Include real-world data. (Ref: 53),Maths
"The area of a circle is given by πr^2. Calculate the area when r = 5. , Apply this to modern scenarios. (Ref: 60)",Maths
Calculate the growth rate of bacteria in a lab experiment using exponential functions. ? Apply this to modern scenarios. (Ref: 31),Maths
Explain the causes and effects of World War I. ; Include key facts. (Ref: 12),History
An acid reacts with a base to produce salt and water. This is called a neutralization reaction. : Discuss with examples. (Ref: 11),Science
"Newton's First Law states that an object in motion stays in motion unless acted upon by a force. , What is the implication? (Ref: 5)",Science
Calculate the growth rate of bacteria in a lab experiment using exponential functions. ; Include real-world data. (Ref: 46),Maths
"It looks like it might rain, should we take an umbrella? . Include key facts. (Ref: 50)",English
Speed is calculated by dividing distance by time. : Describe in your own words. (Ref: 30),Science
Explain the causes and effects of World War I. . Why is this important? (Ref: 20),History
"The Industrial Revolution began in the late 18th century and transformed societies. , Can you justify this? (Ref: 9)",History
Solve for x: 2x + 3 = 11. ; Apply this to modern scenarios. (Ref: 66),Maths
"Ancient civilizations like Mesopotamia contributed greatly to writing systems. , What is the implication? (Ref: 46)",History
Could you help me with my homework later? . Why is this important? (Ref: 21),English
She enjoys reading mystery novels in her free time. . Can you justify this? (Ref: 84),English
The Industrial Revolution began in the late 18th century and transformed societies. : Explain briefly. (Ref: 67),History
The human heart has four chambers and pumps blood throughout the body. ? Apply this to modern scenarios. (Ref: 24),Science
Graph the rate of a chemical reaction over time and explain the curve. : Can you justify this? (Ref: 54),Maths
The Industrial Revolution began in the late 18th century and transformed societies. ? What is the implication? (Ref: 15),History
My favorite subject in school is definitely art. : Include key facts. (Ref: 100),English
Describe the difference between potential and kinetic energy. : Include key facts. (Ref: 14),Science
Explain the causes and effects of World War I. ? Refer to the chart above. (Ref: 35),History
Newton's First Law states that an object in motion stays in motion unless acted upon by a force. : Can you justify this? (Ref: 10),Science
She enjoys reading mystery novels in her free time. ? Apply this to modern scenarios. (Ref: 88),English
"Can you pass me the salt, please? : Include real-world data. (Ref: 51)",English
Water boils at 100°C under normal atmospheric pressure. Explain why this happens. : Apply this to modern scenarios. (Ref: 85),Science
The Industrial Revolution began in the late 18th century and transformed societies. : How is this calculated? (Ref: 13),History
Let’s make a grocery list so we don’t forget anything. : Explain briefly. (Ref: 54),English
