text,subject
"The area of a circle is given by πr^2. Calculate the area when r = 5. , Include key facts. (Ref: 90)",Maths
"Explain the function of mitochondria in a cell. , Why is this important? (Ref: 37)",Science
"Graph the rate of a chemical reaction over time and explain the curve. , Why is this important? (Ref: 32)",Maths
The area of a circle is given by πr^2. Calculate the area when r = 5. : How do we use this in real life? (Ref: 54),Maths
"The Industrial Revolution began in the late 18th century and transformed societies. , How do we use this in real life? (Ref: 68)",History
"Explain the causes and effects of World War I. , How do we use this in real life? (Ref: 52)",History
An acid reacts with a base to produce salt and water. This is called a neutralization reaction. ; How do we use this in real life? (Ref: 59),Science
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ; How do we use this in real life? (Ref: 95),History
A linear equation is an equation between two variables that gives a straight line when plotted. ; Explain briefly. (Ref: 35),Maths
Describe the difference between potential and kinetic energy. : Explain briefly. (Ref: 30),Science
Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. : Refer to the chart above. (Ref: 88),Maths
"A linear equation is an equation between two variables that gives a straight line when plotted. , Include key facts. (Ref: 84)",Maths
"Solve for x: 2x + 3 = 11. , Refer to the chart above. (Ref: 23)",Maths
"Ancient civilizations like Mesopotamia contributed greatly to writing systems. , Include key facts. (Ref: 24)",History
Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. : Explain briefly. (Ref: 38),Maths
The Industrial Revolution began in the late 18th century and transformed societies. ? Refer to the chart above. (Ref: 10),History
"The process of evolution explains how species change over time through natural selection. , Discuss with examples. (Ref: 82)",Science
The human heart has four chambers and pumps blood throughout the body. ; Explain briefly. (Ref: 29),Science
Identify the main theme of the story and explain its significance. . Discuss with examples. (Ref: 94),English
Identify the main theme of the story and explain its significance. : Refer to the chart above. (Ref: 71),English
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ; Refer to the chart above. (Ref: 95),History
Identify the main theme of the story and explain its significance. . Discuss with examples. (Ref: 28),English
"The Industrial Revolution began in the late 18th century and transformed societies. , Include key facts. (Ref: 47)",History
Solve for x: 2x + 3 = 11. ? Explain briefly. (Ref: 35),Maths
Graph the rate of a chemical reaction over time and explain the curve. . Explain briefly. (Ref: 35),Maths
The metaphor in this poem represents the fleeting nature of time. . Why is this important? (Ref: 100),English
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ? Why is this important? (Ref: 85),History
The metaphor in this poem represents the fleeting nature of time. : How do we use this in real life? (Ref: 96),English
"Discuss how historical events influence literary themes, using war poetry as an example. ? Discuss with examples. (Ref: 21)",English
"Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. , Refer to the chart above. (Ref: 18)",Maths
"Shakespeare’s history plays often reflect the political issues of his time. , Why is this important? (Ref: 80)",English
The area of a circle is given by πr^2. Calculate the area when r = 5. : Explain briefly. (Ref: 31),Maths
"Ancient civilizations like Mesopotamia contributed greatly to writing systems. , Refer to the chart above. (Ref: 81)",History
The process of evolution explains how species change over time through natural selection. ? Discuss with examples. (Ref: 30),Science
"Water boils at 100°C under normal atmospheric pressure. Explain why this happens. , Refer to the chart above. (Ref: 82)",Science
Solve for x: 2x + 3 = 11. ; Explain briefly. (Ref: 71),Maths
Calculate the growth rate of bacteria in a lab experiment using exponential functions. ? Include key facts. (Ref: 71),Maths
Calculate the growth rate of bacteria in a lab experiment using exponential functions. ? Discuss with examples. (Ref: 29),Maths
Speed is calculated by dividing distance by time. . How do we use this in real life? (Ref: 77),Science
Use historical context to interpret the meaning of the speech in the given text. . Include key facts. (Ref: 59),English
Speed is calculated by dividing distance by time. : Include key facts. (Ref: 22),Science
The Industrial Revolution began in the late 18th century and transformed societies. ; Discuss with examples. (Ref: 54),History
Use historical context to interpret the meaning of the speech in the given text. : Refer to the chart above. (Ref: 57),English
An acid reacts with a base to produce salt and water. This is called a neutralization reaction. ; Include key facts. (Ref: 26),Science
Use historical context to interpret the meaning of the speech in the given text. ; Refer to the chart above. (Ref: 9),English
Explain the causes and effects of World War I. ; How do we use this in real life? (Ref: 78),History
"Newton's First Law states that an object in motion stays in motion unless acted upon by a force. , Why is this important? (Ref: 16)",Science
Newton's First Law states that an object in motion stays in motion unless acted upon by a force. ? Refer to the chart above. (Ref: 60),Science
The area of a circle is given by πr^2. Calculate the area when r = 5. . Discuss with examples. (Ref: 23),Maths
An acid reacts with a base to produce salt and water. This is called a neutralization reaction. : Refer to the chart above. (Ref: 6),Science
"Identify the main theme of the story and explain its significance. , Why is this important? (Ref: 9)",English
The Industrial Revolution began in the late 18th century and transformed societies. ; Why is this important? (Ref: 58),History
The area of a circle is given by πr^2. Calculate the area when r = 5. ; Why is this important? (Ref: 55),Maths
"Discuss how historical events influence literary themes, using war poetry as an example. , Explain briefly. (Ref: 44)",English
Explain the causes and effects of World War I. . Explain briefly. (Ref: 83),History
Solve for x: 2x + 3 = 11. . Explain briefly. (Ref: 49),Maths
"Punctuate the following sentence correctly: although it was raining we went outside. , Include key facts. (Ref: 9)",English
Explain the causes and effects of World War I. ; Refer to the chart above. (Ref: 67),History
Identify the main theme of the story and explain its significance. : Explain briefly. (Ref: 5),English
Punctuate the following sentence correctly: although it was raining we went outside. ? How do we use this in real life? (Ref: 15),English
Shakespeare’s history plays often reflect the political issues of his time. : How do we use this in real life? (Ref: 98),English
"Discuss how historical events influence literary themes, using war poetry as an example. : Why is this important? (Ref: 27)",English
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ? Explain briefly. (Ref: 8),History
Use historical context to interpret the meaning of the speech in the given text. ; Include key facts. (Ref: 70),English
"Punctuate the following sentence correctly: although it was raining we went outside. , Refer to the chart above. (Ref: 38)",English
Ancient civilizations like Mesopotamia contributed greatly to writing systems. . Explain briefly. (Ref: 54),History
Shakespeare’s history plays often reflect the political issues of his time. ? Explain briefly. (Ref: 69),English
Graph the rate of a chemical reaction over time and explain the curve. ; Refer to the chart above. (Ref: 51),Maths
Use historical context to interpret the meaning of the speech in the given text. : Explain briefly. (Ref: 32),English
Newton's First Law states that an object in motion stays in motion unless acted upon by a force. ? Explain briefly. (Ref: 3),Science
Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. ? Refer to the chart above. (Ref: 31),Maths
Calculate the growth rate of bacteria in a lab experiment using exponential functions. ; Why is this important? (Ref: 44),Maths
The area of a circle is given by πr^2. Calculate the area when r = 5. : Refer to the chart above. (Ref: 43),Maths
Graph the rate of a chemical reaction over time and explain the curve. ; Refer to the chart above. (Ref: 7),Maths
The human heart has four chambers and pumps blood throughout the body. ? Discuss with examples. (Ref: 16),Science
The Industrial Revolution began in the late 18th century and transformed societies. . Why is this important? (Ref: 35),History
Atoms bond to form molecules by sharing or transferring electrons. . How do we use this in real life? (Ref: 8),Science
Shakespeare’s history plays often reflect the political issues of his time. : How do we use this in real life? (Ref: 65),English
Ancient civilizations like Mesopotamia contributed greatly to writing systems. : Include key facts. (Ref: 86),History
"Shakespeare’s history plays often reflect the political issues of his time. , Refer to the chart above. (Ref: 20)",English
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ; Discuss with examples. (Ref: 10),History
Explain the function of mitochondria in a cell. ? Refer to the chart above. (Ref: 81),Science
Explain the causes and effects of World War I. : Why is this important? (Ref: 11),History
Shakespeare’s history plays often reflect the political issues of his time. . Refer to the chart above. (Ref: 58),English
Identify the main theme of the story and explain its significance. : Discuss with examples. (Ref: 82),English
The human heart has four chambers and pumps blood throughout the body. ; Refer to the chart above. (Ref: 87),Science
The human heart has four chambers and pumps blood throughout the body. ? How do we use this in real life? (Ref: 15),Science
Punctuate the following sentence correctly: although it was raining we went outside. . Why is this important? (Ref: 43),English
Atoms bond to form molecules by sharing or transferring electrons. ; Include key facts. (Ref: 89),Science
Atoms bond to form molecules by sharing or transferring electrons. . Discuss with examples. (Ref: 24),Science
"The process of evolution explains how species change over time through natural selection. , How do we use this in real life? (Ref: 41)",Science
Ancient civilizations like Mesopotamia contributed greatly to writing systems. . Why is this important? (Ref: 15),History
The periodic table is organized by increasing atomic number. . How do we use this in real life? (Ref: 43),Science
The Industrial Revolution began in the late 18th century and transformed societies. ; How do we use this in real life? (Ref: 64),History
Explain the causes and effects of World War I. : Include key facts. (Ref: 62),History
Identify the main theme of the story and explain its significance. ? Refer to the chart above. (Ref: 48),English
"Explain the causes and effects of World War I. , How do we use this in real life? (Ref: 44)",History
The area of a circle is given by πr^2. Calculate the area when r = 5. : Discuss with examples. (Ref: 57),Maths
Punctuate the following sentence correctly: although it was raining we went outside. ? Refer to the chart above. (Ref: 20),English
The area of a circle is given by πr^2. Calculate the area when r = 5. ? Discuss with examples. (Ref: 38),Maths
Graph the rate of a chemical reaction over time and explain the curve. ; Why is this important? (Ref: 87),Maths
Identify the main theme of the story and explain its significance. : How do we use this in real life? (Ref: 7),English
Photosynthesis is the process by which green plants create food using sunlight. : Refer to the chart above. (Ref: 50),Science
A linear equation is an equation between two variables that gives a straight line when plotted. : Include key facts. (Ref: 43),Maths
The periodic table is organized by increasing atomic number. . Explain briefly. (Ref: 77),Science
Punctuate the following sentence correctly: although it was raining we went outside. ; Explain briefly. (Ref: 74),English
Use historical context to interpret the meaning of the speech in the given text. ? Refer to the chart above. (Ref: 86),English
Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. . Why is this important? (Ref: 73),Maths
An acid reacts with a base to produce salt and water. This is called a neutralization reaction. ; Why is this important? (Ref: 15),Science
"Ancient civilizations like Mesopotamia contributed greatly to writing systems. , Include key facts. (Ref: 13)",History
Atoms bond to form molecules by sharing or transferring electrons. ; Include key facts. (Ref: 28),Science
Calculate the growth rate of bacteria in a lab experiment using exponential functions. ; Refer to the chart above. (Ref: 75),Maths
Punctuate the following sentence correctly: although it was raining we went outside. ; Why is this important? (Ref: 52),English
Water boils at 100°C under normal atmospheric pressure. Explain why this happens. . Why is this important? (Ref: 3),Science
Identify the main theme of the story and explain its significance. : Why is this important? (Ref: 31),English
Use historical context to interpret the meaning of the speech in the given text. ; Explain briefly. (Ref: 97),English
A linear equation is an equation between two variables that gives a straight line when plotted. : Why is this important? (Ref: 84),Maths
"Newton's First Law states that an object in motion stays in motion unless acted upon by a force. , Explain briefly. (Ref: 30)",Science
Atoms bond to form molecules by sharing or transferring electrons. ? Discuss with examples. (Ref: 56),Science
Speed is calculated by dividing distance by time. ; Discuss with examples. (Ref: 72),Science
Identify the main theme of the story and explain its significance. ; Refer to the chart above. (Ref: 78),English
Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. : Discuss with examples. (Ref: 43),Maths
A linear equation is an equation between two variables that gives a straight line when plotted. : Include key facts. (Ref: 57),Maths
The area of a circle is given by πr^2. Calculate the area when r = 5. : How do we use this in real life? (Ref: 93),Maths
Solve for x: 2x + 3 = 11. ? Why is this important? (Ref: 51),Maths
Speed is calculated by dividing distance by time. . Discuss with examples. (Ref: 92),Science
Graph the rate of a chemical reaction over time and explain the curve. : Refer to the chart above. (Ref: 91),Maths
Shakespeare’s history plays often reflect the political issues of his time. : How do we use this in real life? (Ref: 67),English
"Discuss how historical events influence literary themes, using war poetry as an example. : How do we use this in real life? (Ref: 21)",English
"Calculate the growth rate of bacteria in a lab experiment using exponential functions. , Why is this important? (Ref: 94)",Maths
"Shakespeare’s history plays often reflect the political issues of his time. , Explain briefly. (Ref: 95)",English
The Industrial Revolution began in the late 18th century and transformed societies. : Refer to the chart above. (Ref: 73),History
Graph the rate of a chemical reaction over time and explain the curve. : Why is this important? (Ref: 58),Maths
Punctuate the following sentence correctly: although it was raining we went outside. : Include key facts. (Ref: 10),English
An acid reacts with a base to produce salt and water. This is called a neutralization reaction. : Explain briefly. (Ref: 57),Science
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ; How do we use this in real life? (Ref: 11),History
The metaphor in this poem represents the fleeting nature of time. ? Include key facts. (Ref: 32),English
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ; Refer to the chart above. (Ref: 34),History
"Graph the rate of a chemical reaction over time and explain the curve. , Refer to the chart above. (Ref: 57)",Maths
"Graph the rate of a chemical reaction over time and explain the curve. , Discuss with examples. (Ref: 24)",Maths
The periodic table is organized by increasing atomic number. . Discuss with examples. (Ref: 69),Science
"Calculate the growth rate of bacteria in a lab experiment using exponential functions. , Why is this important? (Ref: 31)",Maths
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ? How do we use this in real life? (Ref: 49),History
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ; Refer to the chart above. (Ref: 11),History
"Use historical context to interpret the meaning of the speech in the given text. , Refer to the chart above. (Ref: 94)",English
A linear equation is an equation between two variables that gives a straight line when plotted. ? How do we use this in real life? (Ref: 4),Maths
Explain the causes and effects of World War I. . Include key facts. (Ref: 32),History
Identify the main theme of the story and explain its significance. ; Discuss with examples. (Ref: 58),English
Atoms bond to form molecules by sharing or transferring electrons. : Refer to the chart above. (Ref: 44),Science
Calculate the growth rate of bacteria in a lab experiment using exponential functions. ; Refer to the chart above. (Ref: 1),Maths
An acid reacts with a base to produce salt and water. This is called a neutralization reaction. ; Refer to the chart above. (Ref: 48),Science
Solve for x: 2x + 3 = 11. . Include key facts. (Ref: 66),Maths
The metaphor in this poem represents the fleeting nature of time. ? Refer to the chart above. (Ref: 45),English
Explain the function of mitochondria in a cell. ; How do we use this in real life? (Ref: 84),Science
The area of a circle is given by πr^2. Calculate the area when r = 5. ? Discuss with examples. (Ref: 89),Maths
"Explain the causes and effects of World War I. , Explain briefly. (Ref: 1)",History
Atoms bond to form molecules by sharing or transferring electrons. ; Why is this important? (Ref: 60),Science
The Industrial Revolution began in the late 18th century and transformed societies. : Refer to the chart above. (Ref: 37),History
Identify the main theme of the story and explain its significance. : Discuss with examples. (Ref: 16),English
The periodic table is organized by increasing atomic number. : Discuss with examples. (Ref: 43),Science
The periodic table is organized by increasing atomic number. ; Discuss with examples. (Ref: 60),Science
"The periodic table is organized by increasing atomic number. , Explain briefly. (Ref: 37)",Science
Shakespeare’s history plays often reflect the political issues of his time. ; How do we use this in real life? (Ref: 45),English
Explain the causes and effects of World War I. ? How do we use this in real life? (Ref: 56),History
Shakespeare’s history plays often reflect the political issues of his time. ; Discuss with examples. (Ref: 80),English
"Ancient civilizations like Mesopotamia contributed greatly to writing systems. , Include key facts. (Ref: 29)",History
"Punctuate the following sentence correctly: although it was raining we went outside. , Discuss with examples. (Ref: 42)",English
Graph the rate of a chemical reaction over time and explain the curve. ; Refer to the chart above. (Ref: 69),Maths
Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. ; Explain briefly. (Ref: 43),Maths
"Discuss how historical events influence literary themes, using war poetry as an example. , How do we use this in real life? (Ref: 75)",English
"Ancient civilizations like Mesopotamia contributed greatly to writing systems. , How do we use this in real life? (Ref: 31)",History
Water boils at 100°C under normal atmospheric pressure. Explain why this happens. ? Include key facts. (Ref: 15),Science
Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. ; How do we use this in real life? (Ref: 85),Maths
Explain the causes and effects of World War I. ; Why is this important? (Ref: 73),History
"Discuss how historical events influence literary themes, using war poetry as an example. ; Why is this important? (Ref: 81)",English
Use historical context to interpret the meaning of the speech in the given text. ? Why is this important? (Ref: 2),English
Use historical context to interpret the meaning of the speech in the given text. ; How do we use this in real life? (Ref: 86),English
Newton's First Law states that an object in motion stays in motion unless acted upon by a force. ? How do we use this in real life? (Ref: 7),Science
Explain the causes and effects of World War I. : Discuss with examples. (Ref: 95),History
The Industrial Revolution began in the late 18th century and transformed societies. ? Discuss with examples. (Ref: 31),History
Graph the rate of a chemical reaction over time and explain the curve. : Why is this important? (Ref: 35),Maths
Describe the difference between potential and kinetic energy. . Discuss with examples. (Ref: 45),Science
Atoms bond to form molecules by sharing or transferring electrons. ? How do we use this in real life? (Ref: 90),Science
Explain the causes and effects of World War I. . How do we use this in real life? (Ref: 75),History
The metaphor in this poem represents the fleeting nature of time. : Discuss with examples. (Ref: 93),English
The Industrial Revolution began in the late 18th century and transformed societies. ; How do we use this in real life? (Ref: 13),History
Explain the causes and effects of World War I. ; Include key facts. (Ref: 87),History
The Industrial Revolution began in the late 18th century and transformed societies. : How do we use this in real life? (Ref: 13),History
Solve for x: 2x + 3 = 11. ? Discuss with examples. (Ref: 22),Maths
The area of a circle is given by πr^2. Calculate the area when r = 5. ; Include key facts. (Ref: 27),Maths
The Industrial Revolution began in the late 18th century and transformed societies. : How do we use this in real life? (Ref: 56),History
Explain the function of mitochondria in a cell. : Explain briefly. (Ref: 7),Science
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ; Discuss with examples. (Ref: 96),History
"Shakespeare’s history plays often reflect the political issues of his time. , Refer to the chart above. (Ref: 82)",English
Solve for x: 2x + 3 = 11. ? Why is this important? (Ref: 35),Maths
Identify the main theme of the story and explain its significance. . Refer to the chart above. (Ref: 52),English
Explain the causes and effects of World War I. . Explain briefly. (Ref: 56),History
A linear equation is an equation between two variables that gives a straight line when plotted. . How do we use this in real life? (Ref: 12),Maths
The metaphor in this poem represents the fleeting nature of time. ? Explain briefly. (Ref: 73),English
Solve for x: 2x + 3 = 11. ; Refer to the chart above. (Ref: 91),Maths
The area of a circle is given by πr^2. Calculate the area when r = 5. : Refer to the chart above. (Ref: 32),Maths
Ancient civilizations like Mesopotamia contributed greatly to writing systems. . How do we use this in real life? (Ref: 17),History
The Industrial Revolution began in the late 18th century and transformed societies. ? Explain briefly. (Ref: 60),History
Graph the rate of a chemical reaction over time and explain the curve. . Refer to the chart above. (Ref: 18),Maths
Use historical context to interpret the meaning of the speech in the given text. ; Discuss with examples. (Ref: 28),English
The metaphor in this poem represents the fleeting nature of time. : How do we use this in real life? (Ref: 78),English
Ancient civilizations like Mesopotamia contributed greatly to writing systems. . How do we use this in real life? (Ref: 13),History
"The process of evolution explains how species change over time through natural selection. , Discuss with examples. (Ref: 87)",Science
Explain the causes and effects of World War I. . How do we use this in real life? (Ref: 44),History
"The Industrial Revolution began in the late 18th century and transformed societies. , Include key facts. (Ref: 98)",History
Solve for x: 2x + 3 = 11. : Include key facts. (Ref: 44),Maths
Atoms bond to form molecules by sharing or transferring electrons. ; Discuss with examples. (Ref: 75),Science
Punctuate the following sentence correctly: although it was raining we went outside. ? Discuss with examples. (Ref: 45),English
"Discuss how historical events influence literary themes, using war poetry as an example. . Explain briefly. (Ref: 7)",English
Newton's First Law states that an object in motion stays in motion unless acted upon by a force. ? How do we use this in real life? (Ref: 60),Science
"Discuss how historical events influence literary themes, using war poetry as an example. , Why is this important? (Ref: 35)",English
Solve for x: 2x + 3 = 11. . Include key facts. (Ref: 76),Maths
The metaphor in this poem represents the fleeting nature of time. ; Discuss with examples. (Ref: 30),English
Explain the causes and effects of World War I. . How do we use this in real life? (Ref: 95),History
Atoms are the basic building blocks of matter. . Discuss with examples. (Ref: 96),Science
Use historical context to interpret the meaning of the speech in the given text. ? Refer to the chart above. (Ref: 78),English
Punctuate the following sentence correctly: although it was raining we went outside. ; Why is this important? (Ref: 88),English
The periodic table is organized by increasing atomic number. ? Include key facts. (Ref: 23),Science
"Atoms bond to form molecules by sharing or transferring electrons. , Why is this important? (Ref: 39)",Science
The Industrial Revolution began in the late 18th century and transformed societies. ? Discuss with examples. (Ref: 92),History
Calculate the growth rate of bacteria in a lab experiment using exponential functions. ? Include key facts. (Ref: 98),Maths
Speed is calculated by dividing distance by time. : Discuss with examples. (Ref: 69),Science
"Shakespeare’s history plays often reflect the political issues of his time. , Why is this important? (Ref: 17)",English
The periodic table is organized by increasing atomic number. . Include key facts. (Ref: 63),Science
Shakespeare’s history plays often reflect the political issues of his time. : Include key facts. (Ref: 55),English
Shakespeare’s history plays often reflect the political issues of his time. : Refer to the chart above. (Ref: 4),English
"Discuss how historical events influence literary themes, using war poetry as an example. : How do we use this in real life? (Ref: 6)",English
Solve for x: 2x + 3 = 11. : Refer to the chart above. (Ref: 83),Maths
A linear equation is an equation between two variables that gives a straight line when plotted. . Discuss with examples. (Ref: 43),Maths
Explain the causes and effects of World War I. ? Explain briefly. (Ref: 68),History
A linear equation is an equation between two variables that gives a straight line when plotted. . Refer to the chart above. (Ref: 61),Maths
Use historical context to interpret the meaning of the speech in the given text. . Discuss with examples. (Ref: 76),English
"The process of evolution explains how species change over time through natural selection. , Discuss with examples. (Ref: 52)",Science
Describe the difference between potential and kinetic energy. . Refer to the chart above. (Ref: 22),Science
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ; Explain briefly. (Ref: 94),History
Identify the main theme of the story and explain its significance. : Discuss with examples. (Ref: 1),English
The Industrial Revolution began in the late 18th century and transformed societies. ; How do we use this in real life? (Ref: 25),History
Punctuate the following sentence correctly: although it was raining we went outside. . Refer to the chart above. (Ref: 44),English
"Discuss how historical events influence literary themes, using war poetry as an example. . Explain briefly. (Ref: 39)",English
"Atoms bond to form molecules by sharing or transferring electrons. , Why is this important? (Ref: 83)",Science
"The metaphor in this poem represents the fleeting nature of time. , Explain briefly. (Ref: 19)",English
A linear equation is an equation between two variables that gives a straight line when plotted. ; Include key facts. (Ref: 50),Maths
Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. ? Why is this important? (Ref: 69),Maths
Shakespeare’s history plays often reflect the political issues of his time. : Refer to the chart above. (Ref: 87),English
Describe the difference between potential and kinetic energy. : Explain briefly. (Ref: 60),Science
Punctuate the following sentence correctly: although it was raining we went outside. . Why is this important? (Ref: 83),English
Explain the causes and effects of World War I. ? Include key facts. (Ref: 2),History
Punctuate the following sentence correctly: although it was raining we went outside. : Discuss with examples. (Ref: 80),English
Shakespeare’s history plays often reflect the political issues of his time. : Why is this important? (Ref: 100),English
"Calculate the growth rate of bacteria in a lab experiment using exponential functions. , Why is this important? (Ref: 9)",Maths
The Industrial Revolution began in the late 18th century and transformed societies. ? Include key facts. (Ref: 60),History
Identify the main theme of the story and explain its significance. . Explain briefly. (Ref: 31),English
"A linear equation is an equation between two variables that gives a straight line when plotted. , Explain briefly. (Ref: 85)",Maths
"Discuss how historical events influence literary themes, using war poetry as an example. ; Discuss with examples. (Ref: 95)",English
"The periodic table is organized by increasing atomic number. , Refer to the chart above. (Ref: 38)",Science
"Explain the causes and effects of World War I. , Explain briefly. (Ref: 21)",History
Use historical context to interpret the meaning of the speech in the given text. : Explain briefly. (Ref: 89),English
The periodic table is organized by increasing atomic number. ? Why is this important? (Ref: 89),Science
Describe the difference between potential and kinetic energy. . Explain briefly. (Ref: 70),Science
Calculate the growth rate of bacteria in a lab experiment using exponential functions. : Why is this important? (Ref: 35),Maths
The area of a circle is given by πr^2. Calculate the area when r = 5. ; Refer to the chart above. (Ref: 28),Maths
"Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. , Refer to the chart above. (Ref: 42)",Maths
Graph the rate of a chemical reaction over time and explain the curve. ; Explain briefly. (Ref: 7),Maths
"Discuss how historical events influence literary themes, using war poetry as an example. , Explain briefly. (Ref: 15)",English
Identify the main theme of the story and explain its significance. ; Explain briefly. (Ref: 46),English
Solve for x: 2x + 3 = 11. ; Why is this important? (Ref: 8),Maths
An acid reacts with a base to produce salt and water. This is called a neutralization reaction. ? How do we use this in real life? (Ref: 87),Science
The area of a circle is given by πr^2. Calculate the area when r = 5. ; Why is this important? (Ref: 44),Maths
"The metaphor in this poem represents the fleeting nature of time. , How do we use this in real life? (Ref: 31)",English
Describe the difference between potential and kinetic energy. ? Discuss with examples. (Ref: 68),Science
Explain the causes and effects of World War I. ; How do we use this in real life? (Ref: 39),History
Punctuate the following sentence correctly: although it was raining we went outside. ? How do we use this in real life? (Ref: 62),English
"The Industrial Revolution began in the late 18th century and transformed societies. , Include key facts. (Ref: 70)",History
Graph the rate of a chemical reaction over time and explain the curve. . Include key facts. (Ref: 42),Maths
Punctuate the following sentence correctly: although it was raining we went outside. ? Refer to the chart above. (Ref: 55),English
"The periodic table is organized by increasing atomic number. , Refer to the chart above. (Ref: 51)",Science
Ancient civilizations like Mesopotamia contributed greatly to writing systems. . Explain briefly. (Ref: 32),History
"Graph the rate of a chemical reaction over time and explain the curve. , Refer to the chart above. (Ref: 26)",Maths
Atoms bond to form molecules by sharing or transferring electrons. ; Refer to the chart above. (Ref: 88),Science
Explain the function of mitochondria in a cell. : Refer to the chart above. (Ref: 5),Science
The area of a circle is given by πr^2. Calculate the area when r = 5. ; Refer to the chart above. (Ref: 24),Maths
"Ancient civilizations like Mesopotamia contributed greatly to writing systems. , How do we use this in real life? (Ref: 71)",History
"The area of a circle is given by πr^2. Calculate the area when r = 5. , Why is this important? (Ref: 71)",Maths
Calculate the growth rate of bacteria in a lab experiment using exponential functions. : Discuss with examples. (Ref: 60),Maths
Explain the causes and effects of World War I. ? Include key facts. (Ref: 31),History
Calculate the growth rate of bacteria in a lab experiment using exponential functions. ? Discuss with examples. (Ref: 20),Maths
Identify the main theme of the story and explain its significance. ; Why is this important? (Ref: 15),English
"An acid reacts with a base to produce salt and water. This is called a neutralization reaction. , Include key facts. (Ref: 78)",Science
Punctuate the following sentence correctly: although it was raining we went outside. . How do we use this in real life? (Ref: 84),English
"Discuss how historical events influence literary themes, using war poetry as an example. ? Why is this important? (Ref: 35)",English
Newton's First Law states that an object in motion stays in motion unless acted upon by a force. : Refer to the chart above. (Ref: 41),Science
Explain the function of mitochondria in a cell. . How do we use this in real life? (Ref: 99),Science
The area of a circle is given by πr^2. Calculate the area when r = 5. ; How do we use this in real life? (Ref: 37),Maths
Punctuate the following sentence correctly: although it was raining we went outside. : Include key facts. (Ref: 35),English
The Industrial Revolution began in the late 18th century and transformed societies. . Why is this important? (Ref: 92),History
Use historical context to interpret the meaning of the speech in the given text. ? Refer to the chart above. (Ref: 82),English
"The Industrial Revolution began in the late 18th century and transformed societies. , Include key facts. (Ref: 79)",History
Graph the rate of a chemical reaction over time and explain the curve. : Why is this important? (Ref: 97),Maths
Ancient civilizations like Mesopotamia contributed greatly to writing systems. : How do we use this in real life? (Ref: 86),History
Punctuate the following sentence correctly: although it was raining we went outside. ? Refer to the chart above. (Ref: 42),English
"The Industrial Revolution began in the late 18th century and transformed societies. , Include key facts. (Ref: 76)",History
The Industrial Revolution began in the late 18th century and transformed societies. . Explain briefly. (Ref: 59),History
The Industrial Revolution began in the late 18th century and transformed societies. . Why is this important? (Ref: 58),History
"Graph the rate of a chemical reaction over time and explain the curve. , How do we use this in real life? (Ref: 54)",Maths
Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. ; How do we use this in real life? (Ref: 83),Maths
The Industrial Revolution began in the late 18th century and transformed societies. ; Include key facts. (Ref: 29),History
Solve for x: 2x + 3 = 11. . Explain briefly. (Ref: 77),Maths
Solve for x: 2x + 3 = 11. : Include key facts. (Ref: 68),Maths
Ancient civilizations like Mesopotamia contributed greatly to writing systems. : How do we use this in real life? (Ref: 100),History
An acid reacts with a base to produce salt and water. This is called a neutralization reaction. : Include key facts. (Ref: 24),Science
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ; How do we use this in real life? (Ref: 39),History
"Shakespeare’s history plays often reflect the political issues of his time. , Refer to the chart above. (Ref: 62)",English
A linear equation is an equation between two variables that gives a straight line when plotted. ; Why is this important? (Ref: 41),Maths
Use historical context to interpret the meaning of the speech in the given text. : How do we use this in real life? (Ref: 1),English
Use historical context to interpret the meaning of the speech in the given text. ; Refer to the chart above. (Ref: 88),English
Graph the rate of a chemical reaction over time and explain the curve. ? How do we use this in real life? (Ref: 36),Maths
Graph the rate of a chemical reaction over time and explain the curve. ; How do we use this in real life? (Ref: 1),Maths
"Calculate the growth rate of bacteria in a lab experiment using exponential functions. , Include key facts. (Ref: 14)",Maths
"Discuss how historical events influence literary themes, using war poetry as an example. , Discuss with examples. (Ref: 56)",English
